frame_id,timestamp_ms,stagger_mm,diameter_mm,confidence,wire_bbox,anomaly_types,anomaly_severities,latitude,longitude,speed_kmh,video_clip
76,1266.667,,,0.0000,,,,,,,
77,1283.333,,,0.0000,,,,,,,
78,1300.000,,,0.0000,,,,,,,
79,1316.667,,,0.0000,,,,,,,
80,1333.333,,,0.0000,,,,,,,
81,1350.000,,,0.0000,,,,,,,
82,1366.667,,,0.0000,,,,,,,
83,1383.333,,,0.0000,,,,,,,
84,1400.000,,,0.0000,,,,,,,
85,1416.667,,,0.0000,,,,,,,
86,1433.333,,,0.0000,,,,,,,
87,1450.000,,,0.0000,,,,,,,
88,1466.667,,,0.0000,,,,,,,
89,1483.333,,,0.0000,,,,,,,
90,1500.000,,,0.0000,,,,,,,
91,1516.667,,,0.0000,,,,,,,
92,1533.333,,,0.0000,,,,,,,
93,1550.000,,,0.0000,,,,,,,
94,1566.667,,,0.0000,,,,,,,
95,1583.333,,,0.0000,,,,,,,
96,1600.000,,,0.0000,,,,,,,
97,1616.667,,,0.0000,,,,,,,
98,1633.333,,,0.0000,,,,,,,
99,1650.000,,,0.0000,,,,,,,
100,1666.667,,,0.0000,,,,,,,
101,1683.333,,,0.0000,,,,,,,
102,1700.000,,,0.0000,,,,,,,
103,1716.667,,,0.0000,,,,,,,
104,1733.333,,,0.0000,,,,,,,
105,1750.000,,,0.0000,,,,,,,
106,1766.667,,,0.0000,,,,,,,
107,1783.333,,,0.0000,,,,,,,
108,1800.000,,,0.0000,,,,,,,
109,1816.667,,,0.0000,,,,,,,
110,1833.333,,,0.0000,,,,,,,
111,1850.000,,,0.0000,,,,,,,
112,1866.667,,,0.0000,,,,,,,
113,1883.333,,,0.0000,,,,,,,
114,1900.000,,,0.0000,,,,,,,
115,1916.667,,,0.0000,,,,,,,
116,1933.333,,,0.0000,,,,,,,
117,1950.000,,,0.0000,,,,,,,
118,1966.667,,,0.0000,,,,,,,
119,1983.333,,,0.0000,,,,,,,
120,2000.000,,,0.0000,,,,,,,
121,2016.667,,,0.0000,,,,,,,
122,2033.333,,,0.0000,,,,,,,
123,2050.000,,,0.0000,,,,,,,
124,2066.667,,,0.0000,,,,,,,
125,2083.333,,,0.0000,,,,,,,
126,2100.000,,,0.0000,,,,,,,
127,2116.667,,,0.0000,,,,,,,
128,2133.333,,,0.0000,,,,,,,
129,2150.000,,,0.0000,,,,,,,
130,2166.667,,,0.0000,,,,,,,
131,2183.333,,,0.0000,,,,,,,
132,2200.000,,,0.0000,,,,,,,
133,2216.667,,,0.0000,,,,,,,
134,2233.333,,,0.0000,,,,,,,
135,2250.000,,,0.0000,,,,,,,
136,2266.667,,,0.0000,,,,,,,
137,2283.333,,,0.0000,,,,,,,
138,2300.000,,,0.0000,,,,,,,
139,2316.667,,,0.0000,,,,,,,
140,2333.333,,,0.0000,,,,,,,
141,2350.000,,,0.0000,,,,,,,
142,2366.667,,,0.0000,,,,,,,
143,2383.333,,,0.0000,,,,,,,
144,2400.000,,,0.0000,,,,,,,
145,2416.667,,,0.0000,,,,,,,
146,2433.333,,,0.0000,,,,,,,
147,2450.000,,,0.0000,,,,,,,
148,2466.667,,,0.0000,,,,,,,
149,2483.333,,,0.0000,,,,,,,
150,2500.000,,,0.0000,,,,,,,
151,2516.667,,,0.0000,,,,,,,
152,2533.333,,,0.0000,,,,,,,
153,2550.000,,,0.0000,,,,,,,
154,2566.667,,,0.0000,,,,,,,
155,2583.333,,,0.0000,,,,,,,
156,2600.000,,,0.0000,,,,,,,
157,2616.667,,,0.0000,,,,,,,
158,2633.333,,,0.0000,,,,,,,
159,2650.000,,,0.0000,,,,,,,
160,2666.667,,,0.0000,,,,,,,
161,2683.333,,,0.0000,,,,,,,
162,2700.000,,,0.0000,,,,,,,
163,2716.667,,,0.0000,,,,,,,
164,2733.333,,,0.0000,,,,,,,
165,2750.000,,,0.0000,,,,,,,
166,2766.667,,,0.0000,,,,,,,
167,2783.333,,,0.0000,,,,,,,
168,2800.000,,,0.0000,,,,,,,
169,2816.667,,,0.0000,,,,,,,
170,2833.333,,,0.0000,,,,,,,
171,2850.000,,,0.0000,,,,,,,
172,2866.667,,,0.0000,,,,,,,
173,2883.333,,,0.0000,,,,,,,
174,2900.000,,,0.0000,,,,,,,
175,2916.667,,,0.0000,,,,,,,
176,2933.333,,,0.0000,,,,,,,
177,2950.000,,,0.0000,,,,,,,
178,2966.667,,,0.0000,,,,,,,
179,2983.333,,,0.0000,,,,,,,
180,3000.000,,,0.0000,,,,,,,
181,3016.667,,,0.0000,,,,,,,
182,3033.333,,,0.0000,,,,,,,
183,3050.000,,,0.0000,,,,,,,
184,3066.667,,,0.0000,,,,,,,
185,3083.333,,,0.0000,,,,,,,
186,3100.000,,,0.0000,,,,,,,
187,3116.667,,,0.0000,,,,,,,
188,3133.333,,,0.0000,,,,,,,
189,3150.000,,,0.0000,,,,,,,
190,3166.667,,,0.0000,,,,,,,
191,3183.333,,,0.0000,,,,,,,
192,3200.000,,,0.0000,,,,,,,
193,3216.667,,,0.0000,,,,,,,
194,3233.333,,,0.0000,,,,,,,
195,3250.000,,,0.0000,,,,,,,
196,3266.667,,,0.0000,,,,,,,
197,3283.333,,,0.0000,,,,,,,
198,3300.000,,,0.0000,,,,,,,
199,3316.667,,,0.0000,,,,,,,
200,3333.333,,,0.0000,,,,,,,
201,3350.000,,,0.0000,,,,,,,
202,3366.667,,,0.0000,,,,,,,
203,3383.333,,,0.0000,,,,,,,
204,3400.000,,,0.0000,,,,,,,
205,3416.667,,,0.0000,,,,,,,
206,3433.333,,,0.0000,,,,,,,
207,3450.000,,,0.0000,,,,,,,
208,3466.667,,,0.0000,,,,,,,
209,3483.333,,,0.0000,,,,,,,
210,3500.000,,,0.0000,,,,,,,
211,3516.667,,,0.0000,,,,,,,
212,3533.333,,,0.0000,,,,,,,
213,3550.000,,,0.0000,,,,,,,
214,3566.667,,,0.0000,,,,,,,
215,3583.333,,,0.0000,,,,,,,
216,3600.000,,,0.0000,,,,,,,
217,3616.667,,,0.0000,,,,,,,
218,3633.333,,,0.0000,,,,,,,
219,3650.000,,,0.0000,,,,,,,
220,3666.667,,,0.0000,,,,,,,
221,3683.333,,,0.0000,,,,,,,
222,3700.000,,,0.0000,,,,,,,
223,3716.667,,,0.0000,,,,,,,
224,3733.333,,,0.0000,,,,,,,
225,3750.000,,,0.0000,,,,,,,
226,3766.667,,,0.0000,,,,,,,
227,3783.333,,,0.0000,,,,,,,
228,3800.000,,,0.0000,,,,,,,
229,3816.667,,,0.0000,,,,,,,
230,3833.333,,,0.0000,,,,,,,
231,3850.000,,,0.0000,,,,,,,
232,3866.667,,,0.0000,,,,,,,
233,3883.333,,,0.0000,,,,,,,
234,3900.000,,,0.0000,,,,,,,
235,3916.667,,,0.0000,,,,,,,
236,3933.333,,,0.0000,,,,,,,
237,3950.000,,,0.0000,,,,,,,
238,3966.667,,,0.0000,,,,,,,
239,3983.333,,,0.0000,,,,,,,
240,4000.000,,,0.0000,,,,,,,
241,4016.667,,,0.0000,,,,,,,
242,4033.333,,,0.0000,,,,,,,
243,4050.000,,,0.0000,,,,,,,
244,4066.667,,,0.0000,,,,,,,
245,4083.333,,,0.0000,,,,,,,
246,4100.000,,,0.0000,,,,,,,
247,4116.667,,,0.0000,,,,,,,
248,4133.333,,,0.0000,,,,,,,
249,4150.000,,,0.0000,,,,,,,
250,4166.667,,,0.0000,,,,,,,
251,4183.333,,,0.0000,,,,,,,
252,4200.000,,,0.0000,,,,,,,
253,4216.667,,,0.0000,,,,,,,
254,4233.333,,,0.0000,,,,,,,
255,4250.000,,,0.0000,,,,,,,
256,4266.667,,,0.0000,,,,,,,
257,4283.333,,,0.0000,,,,,,,
258,4300.000,,,0.0000,,,,,,,
259,4316.667,,,0.0000,,,,,,,
260,4333.333,,,0.0000,,,,,,,
261,4350.000,,,0.0000,,,,,,,
262,4366.667,,,0.0000,,,,,,,
263,4383.333,,,0.0000,,,,,,,
264,4400.000,,,0.0000,,,,,,,
265,4416.667,,,0.0000,,,,,,,
266,4433.333,,,0.0000,,,,,,,
267,4450.000,,,0.0000,,,,,,,
268,4466.667,,,0.0000,,,,,,,
269,4483.333,,,0.0000,,,,,,,
270,4500.000,,,0.0000,,,,,,,
271,4516.667,,,0.0000,,,,,,,
272,4533.333,,,0.0000,,,,,,,
273,4550.000,,,0.0000,,,,,,,
274,4566.667,,,0.0000,,,,,,,
275,4583.333,,,0.0000,,,,,,,
276,4600.000,,,0.0000,,,,,,,
277,4616.667,,,0.0000,,,,,,,
278,4633.333,,,0.0000,,,,,,,
279,4650.000,,,0.0000,,,,,,,
280,4666.667,,,0.0000,,,,,,,
281,4683.333,,,0.0000,,,,,,,
282,4700.000,,,0.0000,,,,,,,
283,4716.667,,,0.0000,,,,,,,
284,4733.333,,,0.0000,,,,,,,
285,4750.000,,,0.0000,,,,,,,
286,4766.667,,,0.0000,,,,,,,
287,4783.333,,,0.0000,,,,,,,
288,4800.000,,,0.0000,,,,,,,
289,4816.667,,,0.0000,,,,,,,
290,4833.333,,,0.0000,,,,,,,
291,4850.000,,,0.0000,,,,,,,
292,4866.667,,,0.0000,,,,,,,
293,4883.333,,,0.0000,,,,,,,
294,4900.000,,,0.0000,,,,,,,
295,4916.667,,,0.0000,,,,,,,
296,4933.333,,,0.0000,,,,,,,
297,4950.000,,,0.0000,,,,,,,
298,4966.667,,,0.0000,,,,,,,
299,4983.333,,,0.0000,,,,,,,
300,5000.000,,,0.0000,,,,,,,
301,5016.667,,,0.0000,,,,,,,
302,5033.333,,,0.0000,,,,,,,
303,5050.000,,,0.0000,,,,,,,
304,5066.667,,,0.0000,,,,,,,
305,5083.333,,,0.0000,,,,,,,
306,5100.000,,,0.0000,,,,,,,
307,5116.667,,,0.0000,,,,,,,
308,5133.333,,,0.0000,,,,,,,
309,5150.000,,,0.0000,,,,,,,
310,5166.667,,,0.0000,,,,,,,
311,5183.333,,,0.0000,,,,,,,
312,5200.000,,,0.0000,,,,,,,
313,5216.667,,,0.0000,,,,,,,
314,5233.333,,,0.0000,,,,,,,
315,5250.000,,,0.0000,,,,,,,
316,5266.667,,,0.0000,,,,,,,
317,5283.333,,,0.0000,,,,,,,
318,5300.000,,,0.0000,,,,,,,
319,5316.667,,,0.0000,,,,,,,
320,5333.333,,,0.0000,,,,,,,
321,5350.000,,,0.0000,,,,,,,
322,5366.667,,,0.0000,,,,,,,
323,5383.333,,,0.0000,,,,,,,
324,5400.000,,,0.0000,,,,,,,
325,5416.667,,,0.0000,,,,,,,
326,5433.333,,,0.0000,,,,,,,
327,5450.000,,,0.0000,,,,,,,
328,5466.667,,,0.0000,,,,,,,
329,5483.333,,,0.0000,,,,,,,
330,5500.000,,,0.0000,,,,,,,
331,5516.667,,,0.0000,,,,,,,
332,5533.333,,,0.0000,,,,,,,
333,5550.000,,,0.0000,,,,,,,
334,5566.667,,,0.0000,,,,,,,
335,5583.333,,,0.0000,,,,,,,
336,5600.000,,,0.0000,,,,,,,
337,5616.667,,,0.0000,,,,,,,
338,5633.333,,,0.0000,,,,,,,
339,5650.000,,,0.0000,,,,,,,
340,5666.667,,,0.0000,,,,,,,
341,5683.333,,,0.0000,,,,,,,
342,5700.000,,,0.0000,,,,,,,
343,5716.667,,,0.0000,,,,,,,
344,5733.333,,,0.0000,,,,,,,
345,5750.000,,,0.0000,,,,,,,
346,5766.667,,,0.0000,,,,,,,
347,5783.333,,,0.0000,,,,,,,
348,5800.000,,,0.0000,,,,,,,
349,5816.667,,,0.0000,,,,,,,
350,5833.333,,,0.0000,,,,,,,
351,5850.000,,,0.0000,,,,,,,
352,5866.667,,,0.0000,,,,,,,
353,5883.333,,,0.0000,,,,,,,
354,5900.000,,,0.0000,,,,,,,
355,5916.667,,,0.0000,,,,,,,
356,5933.333,,,0.0000,,,,,,,
357,5950.000,,,0.0000,,,,,,,
358,5966.667,,,0.0000,,,,,,,
359,5983.333,,,0.0000,,,,,,,
360,6000.000,,,0.0000,,,,,,,
361,6016.667,,,0.0000,,,,,,,
362,6033.333,,,0.0000,,,,,,,
363,6050.000,,,0.0000,,,,,,,
364,6066.667,,,0.0000,,,,,,,
365,6083.333,,,0.0000,,,,,,,
366,6100.000,,,0.0000,,,,,,,
367,6116.667,,,0.0000,,,,,,,
368,6133.333,,,0.0000,,,,,,,
369,6150.000,,,0.0000,,,,,,,
370,6166.667,,,0.0000,,,,,,,
371,6183.333,,,0.0000,,,,,,,
372,6200.000,,,0.0000,,,,,,,
373,6216.667,,,0.0000,,,,,,,
374,6233.333,,,0.0000,,,,,,,
375,6250.000,,,0.0000,,,,,,,
376,6266.667,,,0.0000,,,,,,,
377,6283.333,,,0.0000,,,,,,,
378,6300.000,,,0.0000,,,,,,,
379,6316.667,,,0.0000,,,,,,,
380,6333.333,,,0.0000,,,,,,,
381,6350.000,,,0.0000,,,,,,,
382,6366.667,,,0.0000,,,,,,,
383,6383.333,,,0.0000,,,,,,,
384,6400.000,,,0.0000,,,,,,,
385,6416.667,,,0.0000,,,,,,,
386,6433.333,,,0.0000,,,,,,,
387,6450.000,,,0.1377,,,,,,,
388,6466.667,,,0.1993,,,,,,,
389,6483.333,-70.1000,0.3137,0.2188,"(np.int32(185), 223, np.int32(148), 7)",DIAMETER_LOW,CRITICAL,,,,
390,6500.000,-42.2500,1.7422,0.3047,"(np.int32(430), 216, np.int32(210), 14)",DIAMETER_LOW,CRITICAL,,,,
391,6516.667,,,0.0000,,,,,,,
392,6533.333,,,0.0000,,,,,,,
393,6550.000,,,0.0000,,,,,,,
394,6566.667,,,0.0000,,,,,,,
395,6583.333,,,0.0000,,,,,,,
396,6600.000,,,0.0000,,,,,,,
397,6616.667,,,0.0000,,,,,,,
398,6633.333,,,0.0000,,,,,,,
399,6650.000,,,0.0000,,,,,,,
400,6666.667,,,0.0000,,,,,,,
401,6683.333,,,0.0000,,,,,,,
402,6700.000,,,0.0000,,,,,,,
403,6716.667,,,0.0000,,,,,,,
404,6733.333,,,0.0000,,,,,,,
405,6750.000,,,0.0000,,,,,,,
406,6766.667,,,0.0000,,,,,,,
407,6783.333,,,0.0000,,,,,,,
408,6800.000,,,0.0000,,,,,,,
409,6816.667,,,0.0000,,,,,,,
410,6833.333,,,0.0000,,,,,,,
411,6850.000,,,0.0000,,,,,,,
412,6866.667,,,0.0000,,,,,,,
413,6883.333,,,0.0000,,,,,,,
414,6900.000,,,0.0000,,,,,,,
415,6916.667,,,0.0000,,,,,,,
416,6933.333,,,0.0000,,,,,,,
417,6950.000,,,0.0000,,,,,,,
418,6966.667,,,0.0000,,,,,,,
419,6983.333,,,0.0000,,,,,,,
420,7000.000,,,0.0000,,,,,,,
421,7016.667,,,0.0000,,,,,,,
422,7033.333,,,0.0000,,,,,,,
423,7050.000,,,0.0000,,,,,,,
424,7066.667,,,0.0000,,,,,,,
425,7083.333,,,0.0000,,,,,,,
426,7100.000,,,0.0000,,,,,,,
427,7116.667,,,0.0000,,,,,,,
428,7133.333,,,0.0000,,,,,,,
429,7150.000,,,0.0000,,,,,,,
430,7166.667,,,0.0000,,,,,,,
431,7183.333,,,0.0000,,,,,,,
432,7200.000,,,0.0000,,,,,,,
433,7216.667,,,0.0000,,,,,,,
434,7233.333,,,0.0000,,,,,,,
435,7250.000,,,0.0000,,,,,,,
436,7266.667,,,0.0000,,,,,,,
437,7283.333,,,0.0000,,,,,,,
438,7300.000,,,0.0000,,,,,,,
439,7316.667,,,0.0000,,,,,,,
440,7333.333,,,0.0000,,,,,,,
441,7350.000,,,0.0000,,,,,,,
442,7366.667,,,0.0000,,,,,,,
443,7383.333,,,0.0000,,,,,,,
444,7400.000,,,0.0000,,,,,,,
445,7416.667,,,0.0000,,,,,,,
446,7433.333,,,0.0000,,,,,,,
447,7450.000,,,0.0000,,,,,,,
448,7466.667,,,0.0000,,,,,,,
449,7483.333,,,0.0000,,,,,,,
450,7500.000,,,0.0000,,,,,,,
451,7516.667,,,0.0000,,,,,,,
452,7533.333,,,0.0000,,,,,,,
453,7550.000,,,0.0000,,,,,,,
454,7566.667,,,0.0000,,,,,,,
455,7583.333,,,0.0000,,,,,,,
456,7600.000,,,0.0000,,,,,,,
457,7616.667,,,0.0000,,,,,,,
458,7633.333,,,0.0000,,,,,,,
459,7650.000,,,0.0000,,,,,,,
460,7666.667,,,0.0000,,,,,,,
461,7683.333,,,0.0000,,,,,,,
462,7700.000,,,0.0000,,,,,,,
463,7716.667,,,0.0000,,,,,,,
464,7733.333,,,0.0000,,,,,,,
465,7750.000,,,0.0000,,,,,,,
466,7766.667,,,0.0000,,,,,,,
467,7783.333,,,0.0000,,,,,,,
468,7800.000,,,0.0000,,,,,,,
469,7816.667,,,0.0000,,,,,,,
470,7833.333,,,0.0000,,,,,,,
471,7850.000,,,0.0000,,,,,,,
472,7866.667,,,0.0000,,,,,,,
473,7883.333,,,0.0000,,,,,,,
474,7900.000,,,0.0000,,,,,,,
475,7916.667,,,0.0000,,,,,,,
476,7933.333,,,0.0000,,,,,,,
477,7950.000,,,0.0000,,,,,,,
478,7966.667,,,0.0000,,,,,,,
479,7983.333,,,0.0000,,,,,,,
480,8000.000,,,0.0000,,,,,,,
481,8016.667,,,0.0000,,,,,,,
482,8033.333,,,0.0000,,,,,,,
483,8050.000,,,0.0000,,,,,,,
484,8066.667,,,0.0000,,,,,,,
485,8083.333,,,0.0000,,,,,,,
486,8100.000,,,0.0000,,,,,,,
487,8116.667,,,0.0000,,,,,,,
488,8133.333,,,0.0000,,,,,,,
489,8150.000,,,0.0000,,,,,,,
490,8166.667,,,0.0000,,,,,,,
491,8183.333,,,0.0000,,,,,,,
492,8200.000,,,0.0000,,,,,,,
493,8216.667,,,0.0000,,,,,,,
494,8233.333,,,0.0000,,,,,,,
495,8250.000,,,0.0000,,,,,,,
496,8266.667,,,0.0000,,,,,,,
497,8283.333,,,0.0000,,,,,,,
498,8300.000,,,0.0000,,,,,,,
499,8316.667,,,0.0000,,,,,,,
500,8333.333,,,0.0000,,,,,,,
501,8350.000,,,0.0000,,,,,,,
502,8366.667,,,0.0000,,,,,,,
503,8383.333,,,0.0000,,,,,,,
504,8400.000,,,0.0000,,,,,,,
505,8416.667,,,0.0000,,,,,,,
506,8433.333,,,0.0000,,,,,,,
507,8450.000,,,0.0000,,,,,,,
508,8466.667,,,0.0000,,,,,,,
509,8483.333,,,0.0000,,,,,,,
510,8500.000,,,0.0000,,,,,,,
511,8516.667,,,0.0000,,,,,,,
512,8533.333,,,0.0000,,,,,,,
513,8550.000,,,0.0000,,,,,,,
514,8566.667,,,0.0000,,,,,,,
515,8583.333,,,0.0000,,,,,,,
516,8600.000,,,0.0000,,,,,,,
517,8616.667,,,0.0000,,,,,,,
518,8633.333,,,0.0000,,,,,,,
519,8650.000,,,0.0000,,,,,,,
520,8666.667,,,0.0000,,,,,,,
521,8683.333,,,0.0000,,,,,,,
522,8700.000,,,0.0000,,,,,,,
523,8716.667,,,0.0000,,,,,,,
524,8733.333,,,0.0000,,,,,,,
525,8750.000,,,0.0000,,,,,,,
526,8766.667,,,0.0000,,,,,,,
527,8783.333,,,0.0000,,,,,,,
528,8800.000,,,0.0000,,,,,,,
529,8816.667,,,0.0000,,,,,,,
530,8833.333,,,0.0000,,,,,,,
531,8850.000,,,0.0000,,,,,,,
532,8866.667,,,0.0000,,,,,,,
533,8883.333,,,0.0000,,,,,,,
534,8900.000,,,0.0000,,,,,,,
535,8916.667,,,0.0000,,,,,,,
536,8933.333,,,0.0000,,,,,,,
537,8950.000,,,0.0000,,,,,,,
538,8966.667,,,0.0000,,,,,,,
539,8983.333,,,0.0000,,,,,,,
540,9000.000,,,0.0000,,,,,,,
541,9016.667,,,0.0000,,,,,,,
542,9033.333,,,0.0000,,,,,,,
543,9050.000,,,0.0000,,,,,,,
544,9066.667,,,0.0000,,,,,,,
545,9083.333,,,0.0000,,,,,,,
546,9100.000,,,0.0000,,,,,,,
547,9116.667,,,0.0000,,,,,,,
548,9133.333,,,0.0000,,,,,,,
549,9150.000,,,0.0000,,,,,,,
550,9166.667,,,0.0000,,,,,,,
551,9183.333,,,0.0000,,,,,,,
552,9200.000,,,0.0000,,,,,,,
553,9216.667,,,0.0000,,,,,,,
554,9233.333,,,0.0000,,,,,,,
555,9250.000,,,0.0000,,,,,,,
556,9266.667,,,0.0000,,,,,,,
557,9283.333,,,0.0000,,,,,,,
558,9300.000,,,0.0000,,,,,,,
559,9316.667,,,0.0000,,,,,,,
560,9333.333,,,0.0000,,,,,,,
561,9350.000,,,0.0000,,,,,,,
562,9366.667,,,0.0000,,,,,,,
563,9383.333,,,0.0000,,,,,,,
564,9400.000,,,0.0000,,,,,,,
565,9416.667,,,0.0000,,,,,,,
566,9433.333,,,0.0000,,,,,,,
567,9450.000,,,0.0000,,,,,,,
568,9466.667,,,0.0000,,,,,,,
569,9483.333,,,0.0000,,,,,,,
570,9500.000,,,0.0000,,,,,,,
571,9516.667,,,0.0000,,,,,,,
572,9533.333,,,0.0000,,,,,,,
573,9550.000,,,0.0000,,,,,,,
574,9566.667,,,0.0000,,,,,,,
575,9583.333,,,0.0000,,,,,,,
576,9600.000,,,0.0000,,,,,,,
577,9616.667,,,0.0000,,,,,,,
578,9633.333,,,0.0000,,,,,,,
579,9650.000,,,0.0000,,,,,,,
580,9666.667,,,0.0000,,,,,,,
581,9683.333,,,0.0000,,,,,,,
582,9700.000,,,0.0000,,,,,,,
583,9716.667,,,0.0000,,,,,,,
584,9733.333,,,0.0000,,,,,,,
585,9750.000,,,0.0000,,,,,,,
586,9766.667,,,0.0000,,,,,,,
587,9783.333,,,0.0000,,,,,,,
588,9800.000,,,0.0000,,,,,,,
589,9816.667,,,0.0000,,,,,,,
590,9833.333,,,0.0000,,,,,,,
591,9850.000,,,0.0000,,,,,,,
592,9866.667,,,0.0000,,,,,,,
593,9883.333,,,0.0000,,,,,,,
594,9900.000,,,0.0000,,,,,,,
595,9916.667,,,0.0000,,,,,,,
596,9933.333,,,0.0000,,,,,,,
597,9950.000,,,0.0000,,,,,,,
598,9966.667,,,0.0000,,,,,,,
599,9983.333,,,0.0000,,,,,,,
600,10000.000,,,0.0000,,,,,,,
601,10016.667,,,0.0000,,,,,,,
602,10033.333,,,0.0000,,,,,,,
603,10050.000,,,0.0000,,,,,,,
604,10066.667,,,0.0000,,,,,,,
605,10083.333,,,0.0000,,,,,,,
606,10100.000,,,0.0000,,,,,,,
607,10116.667,,,0.0000,,,,,,,
608,10133.333,,,0.0000,,,,,,,
609,10150.000,,,0.0000,,,,,,,
610,10166.667,,,0.0000,,,,,,,
611,10183.333,,,0.0000,,,,,,,
612,10200.000,,,0.0000,,,,,,,
613,10216.667,,,0.0000,,,,,,,
614,10233.333,,,0.0000,,,,,,,
615,10250.000,,,0.0000,,,,,,,
616,10266.667,,,0.0000,,,,,,,
617,10283.333,,,0.0000,,,,,,,
618,10300.000,,,0.0000,,,,,,,
619,10316.667,,,0.0000,,,,,,,
620,10333.333,,,0.0000,,,,,,,
621,10350.000,,,0.0000,,,,,,,
622,10366.667,,,0.0000,,,,,,,
623,10383.333,,,0.0000,,,,,,,
624,10400.000,,,0.0000,,,,,,,
625,10416.667,,,0.0000,,,,,,,
626,10433.333,,,0.0000,,,,,,,
627,10450.000,,,0.0000,,,,,,,
628,10466.667,,,0.0000,,,,,,,
629,10483.333,,,0.0000,,,,,,,
630,10500.000,,,0.0000,,,,,,,
631,10516.667,,,0.0000,,,,,,,
632,10533.333,,,0.0000,,,,,,,
633,10550.000,,,0.0000,,,,,,,
634,10566.667,,,0.0000,,,,,,,
635,10583.333,,,0.0000,,,,,,,
636,10600.000,,,0.0000,,,,,,,
637,10616.667,,,0.0000,,,,,,,
638,10633.333,,,0.0000,,,,,,,
639,10650.000,,,0.0000,,,,,,,
640,10666.667,,,0.0000,,,,,,,
641,10683.333,,,0.0000,,,,,,,
642,10700.000,,,0.0000,,,,,,,
643,10716.667,,,0.0000,,,,,,,
644,10733.333,,,0.0000,,,,,,,
645,10750.000,,,0.0000,,,,,,,
646,10766.667,,,0.0000,,,,,,,
647,10783.333,,,0.0000,,,,,,,
648,10800.000,,,0.0000,,,,,,,
649,10816.667,,,0.0000,,,,,,,
650,10833.333,,,0.0000,,,,,,,
651,10850.000,,,0.0000,,,,,,,
652,10866.667,,,0.0000,,,,,,,
653,10883.333,,,0.0000,,,,,,,
654,10900.000,,,0.0000,,,,,,,
655,10916.667,,,0.0000,,,,,,,
656,10933.333,,,0.0000,,,,,,,
657,10950.000,,,0.0000,,,,,,,
