frame_id,timestamp_ms,stagger_mm,diameter_mm,confidence,anomalies
88,1466.7,,,0.000,
89,1483.3,,,0.000,
90,1500.0,,,0.000,
91,1516.7,,,0.000,
92,1533.3,,,0.000,
93,1550.0,,,0.000,
94,1566.7,,,0.000,
95,1583.3,,,0.000,
96,1600.0,,,0.000,
97,1616.7,,,0.000,
98,1633.3,,,0.000,
99,1650.0,,,0.000,
100,1666.7,,,0.000,
101,1683.3,,,0.000,
102,1700.0,,,0.000,
103,1716.7,,,0.000,
104,1733.3,,,0.000,
105,1750.0,,,0.000,
106,1766.7,,,0.000,
107,1783.3,,,0.000,
108,1800.0,,,0.000,
109,1816.7,,,0.000,
110,1833.3,,,0.000,
111,1850.0,,,0.000,
112,1866.7,,,0.000,
113,1883.3,,,0.000,
114,1900.0,,,0.000,
115,1916.7,,,0.000,
116,1933.3,,,0.000,
117,1950.0,,,0.000,
118,1966.7,,,0.000,
119,1983.3,,,0.000,
120,2000.0,,,0.000,
121,2016.7,,,0.000,
122,2033.3,,,0.000,
123,2050.0,,,0.000,
124,2066.7,,,0.000,
125,2083.3,,,0.000,
126,2100.0,,,0.000,
127,2116.7,,,0.000,
128,2133.3,,,0.000,
129,2150.0,,,0.000,
130,2166.7,,,0.000,
131,2183.3,,,0.000,
132,2200.0,,,0.000,
133,2216.7,,,0.000,
134,2233.3,,,0.000,
135,2250.0,,,0.000,
136,2266.7,,,0.000,
137,2283.3,,,0.000,
138,2300.0,,,0.000,
139,2316.7,,,0.000,
140,2333.3,,,0.000,
141,2350.0,,,0.000,
142,2366.7,,,0.000,
143,2383.3,,,0.000,
144,2400.0,,,0.000,
145,2416.7,,,0.000,
146,2433.3,,,0.000,
147,2450.0,,,0.000,
148,2466.7,,,0.000,
149,2483.3,,,0.000,
150,2500.0,,,0.000,
151,2516.7,,,0.000,
152,2533.3,,,0.000,
153,2550.0,,,0.000,
154,2566.7,,,0.000,
155,2583.3,,,0.000,
156,2600.0,,,0.000,
157,2616.7,,,0.000,
158,2633.3,,,0.000,
159,2650.0,,,0.000,
160,2666.7,,,0.000,
161,2683.3,,,0.000,
162,2700.0,,,0.000,
163,2716.7,,,0.000,
164,2733.3,,,0.000,
165,2750.0,,,0.000,
166,2766.7,,,0.000,
167,2783.3,,,0.000,
168,2800.0,,,0.000,
169,2816.7,,,0.000,
170,2833.3,,,0.000,
171,2850.0,,,0.000,
172,2866.7,,,0.000,
173,2883.3,,,0.000,
174,2900.0,,,0.000,
175,2916.7,,,0.000,
176,2933.3,,,0.000,
177,2950.0,,,0.000,
178,2966.7,,,0.000,
179,2983.3,,,0.000,
180,3000.0,,,0.000,
181,3016.7,,,0.000,
182,3033.3,,,0.000,
183,3050.0,,,0.000,
184,3066.7,,,0.000,
185,3083.3,,,0.000,
186,3100.0,,,0.000,
187,3116.7,,,0.000,
188,3133.3,,,0.000,
189,3150.0,,,0.000,
190,3166.7,,,0.000,
191,3183.3,,,0.000,
192,3200.0,,,0.000,
193,3216.7,,,0.000,
194,3233.3,,,0.000,
195,3250.0,,,0.000,
196,3266.7,,,0.000,
197,3283.3,,,0.000,
198,3300.0,,,0.000,
199,3316.7,,,0.000,
200,3333.3,,,0.000,
201,3350.0,,,0.000,
202,3366.7,,,0.000,
203,3383.3,,,0.000,
204,3400.0,,,0.000,
205,3416.7,,,0.000,
206,3433.3,,,0.000,
207,3450.0,,,0.000,
208,3466.7,,,0.000,
209,3483.3,,,0.000,
210,3500.0,,,0.000,
211,3516.7,,,0.000,
212,3533.3,,,0.000,
213,3550.0,,,0.000,
214,3566.7,,,0.000,
215,3583.3,,,0.000,
216,3600.0,,,0.000,
217,3616.7,,,0.000,
218,3633.3,,,0.000,
219,3650.0,,,0.000,
220,3666.7,,,0.000,
221,3683.3,,,0.000,
222,3700.0,,,0.000,
223,3716.7,,,0.000,
224,3733.3,,,0.000,
225,3750.0,,,0.000,
226,3766.7,,,0.000,
227,3783.3,,,0.000,
228,3800.0,,,0.000,
229,3816.7,,,0.000,
230,3833.3,,,0.000,
231,3850.0,,,0.000,
232,3866.7,,,0.000,
233,3883.3,,,0.000,
234,3900.0,,,0.000,
235,3916.7,,,0.000,
236,3933.3,,,0.000,
237,3950.0,,,0.000,
238,3966.7,,,0.000,
239,3983.3,,,0.000,
240,4000.0,,,0.000,
241,4016.7,,,0.000,
242,4033.3,,,0.000,
243,4050.0,,,0.000,
244,4066.7,,,0.000,
245,4083.3,,,0.000,
246,4100.0,,,0.000,
247,4116.7,,,0.000,
248,4133.3,,,0.000,
249,4150.0,,,0.000,
250,4166.7,,,0.000,
251,4183.3,,,0.000,
252,4200.0,,,0.000,
253,4216.7,,,0.000,
254,4233.3,,,0.000,
255,4250.0,,,0.000,
256,4266.7,,,0.000,
257,4283.3,,,0.000,
258,4300.0,,,0.000,
259,4316.7,,,0.000,
260,4333.3,,,0.000,
261,4350.0,,,0.000,
262,4366.7,,,0.000,
263,4383.3,,,0.000,
264,4400.0,,,0.000,
265,4416.7,,,0.000,
266,4433.3,,,0.000,
267,4450.0,,,0.000,
268,4466.7,,,0.000,
269,4483.3,,,0.000,
270,4500.0,,,0.000,
271,4516.7,,,0.000,
272,4533.3,,,0.000,
273,4550.0,,,0.000,
274,4566.7,,,0.000,
275,4583.3,,,0.000,
276,4600.0,,,0.000,
277,4616.7,,,0.000,
278,4633.3,,,0.000,
279,4650.0,,,0.000,
280,4666.7,,,0.000,
281,4683.3,,,0.000,
282,4700.0,,,0.000,
283,4716.7,,,0.000,
284,4733.3,,,0.000,
285,4750.0,,,0.000,
286,4766.7,,,0.000,
287,4783.3,,,0.000,
288,4800.0,,,0.000,
289,4816.7,,,0.000,
290,4833.3,,,0.000,
291,4850.0,,,0.000,
292,4866.7,,,0.000,
293,4883.3,,,0.000,
294,4900.0,,,0.000,
295,4916.7,,,0.000,
296,4933.3,,,0.000,
297,4950.0,,,0.000,
298,4966.7,,,0.000,
299,4983.3,,,0.000,
300,5000.0,,,0.000,
301,5016.7,,,0.000,
302,5033.3,,,0.000,
303,5050.0,,,0.000,
304,5066.7,,,0.000,
305,5083.3,,,0.000,
306,5100.0,,,0.000,
307,5116.7,,,0.000,
308,5133.3,,,0.000,
309,5150.0,,,0.000,
310,5166.7,,,0.000,
311,5183.3,,,0.000,
312,5200.0,,,0.000,
313,5216.7,,,0.000,
314,5233.3,,,0.000,
315,5250.0,,,0.000,
316,5266.7,,,0.000,
317,5283.3,,,0.000,
318,5300.0,,,0.000,
319,5316.7,,,0.000,
320,5333.3,,,0.000,
321,5350.0,,,0.000,
322,5366.7,,,0.000,
323,5383.3,,,0.000,
324,5400.0,,,0.000,
325,5416.7,,,0.000,
326,5433.3,,,0.000,
327,5450.0,,,0.000,
328,5466.7,,,0.000,
329,5483.3,,,0.000,
330,5500.0,,,0.000,
331,5516.7,,,0.000,
332,5533.3,,,0.000,
333,5550.0,,,0.000,
334,5566.7,,,0.000,
335,5583.3,,,0.000,
336,5600.0,,,0.000,
337,5616.7,,,0.000,
338,5633.3,,,0.000,
339,5650.0,,,0.000,
340,5666.7,,,0.000,
341,5683.3,,,0.000,
342,5700.0,,,0.000,
343,5716.7,,,0.000,
344,5733.3,,,0.000,
345,5750.0,,,0.000,
346,5766.7,,,0.000,
347,5783.3,,,0.000,
348,5800.0,,,0.000,
349,5816.7,,,0.000,
350,5833.3,,,0.000,
351,5850.0,,,0.000,
352,5866.7,,,0.000,
353,5883.3,,,0.000,
354,5900.0,,,0.000,
355,5916.7,,,0.000,
356,5933.3,,,0.000,
357,5950.0,,,0.000,
358,5966.7,,,0.000,
359,5983.3,,,0.000,
